"","shape","rate","iteration","ranmom_biopsied","randad_biopsied","ranparent_ratio","mean_ranmom_age","mean_randad_age","mean_ranmom_age_sampled","mean_randad_age_sampled","pgamma","realmom_biopsied","realdad_biopsied","realparent_ratio","mean_realmom_age","mean_realdad_age","mean_realmom_age_sampled","mean_realdad_age_sampled","parent_ratio_diff","mean_age_diff"
"65",6.9,0.23,10.5,104.35,90.8,1.15553274073165,16.6193042638,21.1072126263236,16.3810627616111,20.4635907507818,0.964480574666907,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.887324402125494,2.81635449220243
"66",7,0.23,10.5,102.45,89.65,1.15275913315997,16.7759423440834,21.3719829286951,16.5465811857757,20.5526611466684,0.962844762006804,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.890098009697177,2.72728409631583
"67",7.1,0.23,10.5,103.85,87.05,1.20409446429083,16.6492857430447,21.6663904658373,16.4433982655693,20.8863683151977,0.960971947277708,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.838762678566309,2.39357692778655
"68",7.2,0.23,10.5,105.45,86.75,1.21981177385444,16.678166847848,21.6974586302694,16.6027350756881,21.1388885360832,0.95886643186726,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.823045369002706,2.14105670690109
"69",7.3,0.23,10.5,103.7,87.95,1.18307769603505,16.6972806699682,21.7748862584048,16.45544276667,20.9584373107881,0.956531706411429,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.859779446822095,2.32150793219617
"70",7.4,0.23,10.5,102.75,83.4,1.23870038035923,16.6106566815638,22.0391170431211,16.3394515402355,21.5174471702021,0.953970537216078,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.80415676249791,1.7624980727822
"71",7.5,0.23,10.5,104.15,83.35,1.26041073837521,16.6780376051858,22.0831533599066,16.5418838092368,21.2667460122304,0.951185050240094,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.782446404481932,2.01319923075382
"72",5.5,0.24,10.5,102.55,98.2,1.05051418955101,16.7208193421106,18.4700571727664,16.5309721052983,17.9393072011252,0.953948225020727,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.992342953306132,5.34063804185901
"73",5.6,0.24,10.5,102.95,100.55,1.02618833348995,16.7554938197045,18.6676704110802,16.6186700610336,17.9632216365986,0.957501200570253,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,1.01666880936719,5.31672360638563
"74",5.7,0.24,10.5,103.25,100.15,1.03565213009115,16.749620727141,18.9311933808431,16.666560807916,18.4783060780052,0.960610621774223,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,1.00720501276599,4.8016391649791
"75",5.8,0.24,10.5,103.8,98.35,1.0585107967864,16.6254724805733,19.0044924910416,16.418318737172,18.4757726174539,0.963302300609524,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.984346346070745,4.80417262553037
"76",5.9,0.24,10.5,103.15,98.65,1.05725487801751,16.7148411643918,19.1760667552442,16.39390792384,18.6575393585122,0.965600420982777,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.985602264839632,4.62240588447204
"77",6,0.24,10.5,101.7,92.05,1.11406842459744,16.7084011756653,19.3640858396747,16.4102301929971,18.8360927706427,0.967527512984381,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.928788718259698,4.44385247234161
"78",6.1,0.24,10.5,103.15,96.65,1.06978598409609,16.7073483109876,19.5143733140073,16.3671854535528,18.8792054271197,0.969104446915476,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.973071158761055,4.40073981586458
"79",6.2,0.24,10.5,105.35,94.5,1.12703926370018,16.6795796593792,19.6832511978097,16.4173194204531,19.1613102621874,0.970350444602937,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.915817879156961,4.11863498079683
"80",6.3,0.24,10.5,103.25,96.9,1.0684461084974,16.660872891251,19.8115154809357,16.4424737779884,19.1552227639871,0.971283105648754,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.974411034359742,4.12472247899716
"81",6.4,0.24,10.5,105.1,94.15,1.12508837486552,16.7447014534767,19.9337134114426,16.4878843479089,19.3761527566944,0.971918446407816,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.917768767991625,3.90379248628991
"82",6.5,0.24,10.5,103.15,92.75,1.11873541607042,16.6058203486734,20.3312396827314,16.4728332045986,19.6430386446746,0.972270949646829,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.92412172678672,3.63690659830967
"83",6.6,0.24,10.5,101.95,94,1.0940094374262,16.6712493457342,20.301133792326,16.527852151269,19.4777294336632,0.972353623002113,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.948847705430941,3.80221580932106
"84",6.7,0.24,10.5,99.85,89.5,1.12567681537519,16.7836288601683,20.5243841848855,16.6093899933082,19.7881016194578,0.972178064521473,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.917180327481956,3.49184362352646
"85",6.8,0.24,10.5,106.8,88.4,1.22103541130016,16.6788199057857,20.6905016708942,16.4355575036728,20.0186397837146,0.971754533741668,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.821821731556979,3.26130545926962
"86",6.9,0.24,10.5,103.95,88.1,1.18684178564832,16.7628356886903,20.8149800700568,16.6708038169734,20.0257039685752,0.971092026915675,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.856015357208823,3.25424127440902
"87",7,0.24,10.5,102.2,92.3,1.11259649129643,16.6447018561018,20.887419173008,16.557918268134,20.2478784708382,0.97019835516049,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.930260651560712,3.03206677214604
"88",7.1,0.24,10.5,101.95,91.35,1.12368503967894,16.6863779844587,21.122334017796,16.5250795659254,20.4134654121445,0.969080224445172,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.919172103178199,2.86647983083974
"89",7.2,0.24,10.5,102.5,90.15,1.14777376249551,16.6849257156661,21.2135942344083,16.5822332799268,20.5541826626975,0.967743316478734,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.895083380361629,2.72576258028678
"90",7.3,0.24,10.5,101.4,88.8,1.15177877342169,16.6625441881065,21.5325268752265,16.4530742637634,20.9794431528026,0.966192369687589,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.891078369435454,2.30050209018162
"91",7.4,0.24,10.5,104.8,88.55,1.19236993083466,16.6091991786448,21.4967133711801,16.5155878073827,20.8397753697638,0.964431259591991,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.850487212022486,2.44016987322048
"92",7.5,0.24,10.5,101.05,88.6,1.14751794866045,16.6538132624713,21.8575886781817,16.4258884709805,21.2256654218258,0.962463077999996,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.895339194196692,2.05427982115847
"93",7.6,0.24,10.5,101.7,88.7,1.15696940342967,16.649801908443,21.825387929299,16.5044778665605,21.3119705998668,0.960290210535992,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.885887739427477,1.96797464311745
"94",7.7,0.24,10.5,106.5,88.9,1.20454924356135,16.6607758585981,21.9950022144381,16.5898570147883,21.4770052757236,0.957914412108974,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.838307899295792,1.8029399672607
"95",7.8,0.24,10.5,105.65,83,1.28446230357799,16.6707710270967,22.2740479929138,16.5140086678746,21.9751053900348,0.955336880003786,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.758394839279152,1.30483985294941
"96",7.9,0.24,10.5,102.25,83.8,1.22669752918835,16.6341446229416,22.5419160929259,16.5125430575045,21.8099237357823,0.95255832434714,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.816159613668789,1.47002150720197
"97",5.6,0.25,10.5,102.7,101.5,1.02057043832852,16.6617498087531,18.413558400773,16.4838342180968,17.8099858496851,0.953358322565222,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,1.02228670452862,5.46995939329918
"98",5.7,0.25,10.5,103.75,99.3,1.04836841551374,16.6381422877159,18.6117385352498,16.4051136856908,17.961839622172,0.957166035086552,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.994488727343398,5.31810562081223
"99",5.8,0.25,10.5,102.4,97.8,1.05370990320962,16.72196521319,18.8299991947498,16.4816600835144,18.2413180762154,0.960540749738213,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.989147239647518,5.03862716676881
"100",5.9,0.25,10.5,102.2,96.6,1.06387837640804,16.6150686475822,18.9962640415509,16.3865806284862,18.4727143533749,0.963508077195707,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.978978766449104,4.80723088960934
"101",6,0.25,10.5,102.35,97.3,1.06118269030007,16.5756214518662,18.8905306599026,16.4076502257502,18.2252017894457,0.966092131866461,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.981674452557076,5.0547434535386
"102",6.1,0.25,10.5,102.75,94.35,1.09689243798519,16.7120344647099,19.3203865201111,16.4361956862681,18.7905655505737,0.968315494806379,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,0.945964704871957,4.48937969241059
"103",6.2,0.25,10.5,100.4,97.05,1.04218481456548,16.7016954543624,19.4246346177075,16.4770524981804,18.7184082995684,0.970199195780064,143,70,2.04285714285714,18.7183302665849,23.2799452429843,18.4182880774257,23.2799452429843,1.00067232829166,4.56153694341588
